text,lang,langFam,category,origin
truestory http://t.co/U4CBribq @tarjei_boe expert at eating bananas #biathlon #биатлон,Russian,Indo-European,,NonNative
"#truestory http://t.co/1CsZ3FVh
@tarjei_boe expert at eating bananas #biathlon #биатлон",Russian,Indo-European,,NonNative
Nordic Show 2012 http://t.co/hmwuFuq5 #биатлон,Russian,Indo-European,,NonNative
emilhegle and @tarjei_boe - accounts of norwegian guys on instagram #biathlon #биатлон,Russian,Indo-European,,NonNative
SEXY http://t.co/FQECkirG #биатлон,Russian,Indo-European,,NonNative
Read My Mind: Summer Biathlon World Championships 2012! http://t.co/BYWR6rPt #biathlon #SummerBiathlon #Биатлон #ЛетнийБиталон,Russian,Indo-European,,NonNative
+1 autograph-card to my collection #biathlon #биатлон,Russian,Indo-European,,NonNative
rutracker http://t.co/BqzKF6Br... #russianmuddafuggaz #ugg #биатлон,Russian,Indo-European,,NonNative
#пишет  #акции freelancer crossfire mod http://t.co/7op6aoxq #zonaspace #serial #биатлон,Russian,Indo-European,,NonNative
#breaking  #я windows movi market http://t.co/SPCVJR1F #аварии #kredit #биатлон,Russian,Indo-European,,NonNative
International Biathlon Union / Historic Relays at IBU YJWCH http://t.co/tFXfZNmI #biathlon #биатлон,Russian,Indo-European,,NonNative
Race posponed due to cold wether. New start time 13.30. #biathlon #биатлон,Russian,Indo-European,,NonNative
"Congratulations to @SuperSvendsen !
You were good today)
Good luck in Finland #biathlon #биатлон http://t.co/J52IzLM9",Russian,Indo-European,,NonNative
So excited #Makoveev is the winner today! He did an awesome job! *__* #biathlon #биатлон,Russian,Indo-European,,NonNative
run Forest! Run! #биатлон,Russian,Indo-European,,NonNative
Russian biathletes r the best *__* love them all &lt;3 #biathlon #биатлон,Russian,Indo-European,,NonNative
"Russion Biathlon Team ""DOUBLE TROUBLE"" #biathlon #биатлон",Russian,Indo-European,,NonNative
#биатлон live stream - http://eurovision2.feedroom.com/?&fr_chl=28f50f88ca97c97431107a5b9e494d75454fca83,Russian,Indo-European,,NonNative
